-7.73339949369789e-09,3.552911239518286e-09,-2.6000370762641056e-08,-7.554225853537155e-08,-5.7545549568549514e-08,-9.516374376017378e-09,9.459156846691741e-09,-4.437314640726164e-08,8.54344117786135e-08,-4.444134669664458e-08,6.26373686924385e-08,-8.803278350733024e-08,3.285665001878657e-08,2.584791597556521e-08,8.034200157935878e-08,6.108555843618857e-08,4.3190484244615135e-09,9.187851810268932e-08,-3.6788418717598192e-09
-7.73339949369789e-09,3.552911239518286e-09,-2.6000370762641056e-08,-7.554225853537155e-08,-5.7545549568549514e-08,-9.516374376017378e-09,9.459156846691741e-09,-4.437314640726164e-08,8.54344117786135e-08,-4.444134669664458e-08,6.26373686924385e-08,-8.803278350733024e-08,3.285665001878657e-08,2.584791597556521e-08,8.034200157935878e-08,6.108555843618857e-08,4.3190484244615135e-09,9.187851810268932e-08,-3.6788418717598192e-09
2.9954799300735413e-09,1.7710837064283114e-08,-1.1134138989260522e-08,-4.641380170651577e-08,-3.527335341868554e-08,-1.954671810522335e-08,2.981829505532829e-10,-1.490164874828892e-08,5.709526478339666e-08,-1.6737160538808984e-08,2.7111959389775758e-08,-5.2622378482469756e-08,5.897665363019389e-09,3.55200591927677e-08,9.481663457155953e-08,4.289640952691298e-08,1.1929227661244823e-08,6.732091116859462e-08,-3.806294073330219e-09
2.9954799300735413e-09,1.7710837064283114e-08,-1.1134138989260522e-08,-4.641380170651577e-08,-3.527335341868554e-08,-1.954671810522335e-08,2.981829505532829e-10,-1.490164874828892e-08,5.709526478339666e-08,-1.6737160538808984e-08,2.7111959389775758e-08,-5.2622378482469756e-08,5.897665363019389e-09,3.55200591927677e-08,9.481663457155953e-08,4.289640952691298e-08,1.1929227661244823e-08,6.732091116859462e-08,-3.806294073330219e-09
-2.3689597818121744e-09,1.06318741519007e-08,-1.856725487595079e-08,-6.097803012094366e-08,-4.6409451493617526e-08,-1.4531546240620363e-08,4.878669898622512e-09,-2.9637397577775282e-08,7.126483828100508e-08,-3.058925361772678e-08,4.4874664041107126e-08,-7.03275809949e-08,1.937715769090298e-08,3.0683987584166454e-08,8.757931807545916e-08,5.1990983981550776e-08,8.124138042853168e-09,7.959971463564197e-08,-3.742567972545019e-09
-2.3689597818121744e-09,1.06318741519007e-08,-1.856725487595079e-08,-6.097803012094366e-08,-4.6409451493617526e-08,-1.4531546240620363e-08,4.878669898622512e-09,-2.9637397577775282e-08,7.126483828100508e-08,-3.058925361772678e-08,4.4874664041107126e-08,-7.03275809949e-08,1.937715769090298e-08,3.0683987584166454e-08,8.757931807545916e-08,5.1990983981550776e-08,8.124138042853168e-09,7.959971463564197e-08,-3.742567972545019e-09
1.9088799065730688e-08,3.8947725801430355e-08,1.1165208670810278e-08,-2.7211164632320872e-09,-1.8650591938895733e-09,-3.4592233699032304e-08,-1.3443277893654404e-08,2.9305597740170164e-08,1.4586544290571407e-08,2.4819118697944412e-08,-2.6176154564218346e-08,4.93229054820965e-10,-3.4540811620631384e-08,5.002827401857143e-08,1.1652858405986066e-07,1.56126861629996e-08,2.3344496516419788e-08,3.048450076745257e-08,-3.997472375685818e-09
1.9088799065730688e-08,3.8947725801430355e-08,1.1165208670810278e-08,-2.7211164632320872e-09,-1.8650591938895733e-09,-3.4592233699032304e-08,-1.3443277893654404e-08,2.9305597740170164e-08,1.4586544290571407e-08,2.4819118697944412e-08,-2.6176154564218346e-08,4.93229054820965e-10,-3.4540811620631384e-08,5.002827401857143e-08,1.1652858405986066e-07,1.56126861629996e-08,2.3344496516419788e-08,3.048450076745257e-08,-3.997472375685818e-09
-5.870858290716687e-09,1.4247457713612012e-09,-1.832466262665274e-08,-5.230340281217142e-08,-3.984851278902395e-08,-5.675560002064522e-09,6.916836157537057e-09,-3.1546864115439276e-08,5.884555098542345e-08,-3.1474510208285426e-08,4.4126606415136514e-08,-6.104921600654419e-08,2.3701698989575525e-08,1.6587134435896642e-08,5.25963588534258e-08,4.1936315551410756e-08,2.372020333855458e-09,6.28895191973992e-08,-2.4440644344018536e-09
-5.870858290716687e-09,1.4247457713612012e-09,-1.832466262665274e-08,-5.230340281217142e-08,-3.984851278902395e-08,-5.675560002064522e-09,6.916836157537057e-09,-3.1546864115439276e-08,5.884555098542345e-08,-3.1474510208285426e-08,4.4126606415136514e-08,-6.104921600654419e-08,2.3701698989575525e-08,1.6587134435896642e-08,5.25963588534258e-08,4.1936315551410756e-08,2.372020333855458e-09,6.28895191973992e-08,-2.4440644344018536e-09
