1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763678e-08,-2.5742444133743573e-08
1.6153160112738114e-09,-1.6410861407763678e-08,-2.5742444133743573e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
1.6153160112738114e-09,-1.6410861407763675e-08,-2.574244413374357e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
-4.937342011488957e-09,3.353938722147774e-08,3.1274363536547435e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603634e-08,2.6775794952237243e-08
7.314224388963206e-10,1.0218329063603638e-08,2.677579495223724e-08
7.314224388963206e-10,1.0218329063603638e-08,2.677579495223724e-08
7.314224388963206e-10,1.0218329063603638e-08,2.677579495223724e-08
7.314224388963206e-10,1.0218329063603636e-08,2.677579495223724e-08
7.3798548123199526e-09,-3.5342819676332475e-08,-2.1777036164429197e-08
7.3798548123199526e-09,-3.5342819676332475e-08,-2.1777036164429197e-08
7.3798548123199526e-09,-3.5342819676332475e-08,-2.1777036164429197e-08
7.3798548123199526e-09,-3.5342819676332475e-08,-2.1777036164429197e-08
-4.35391261007408e-09,2.7655188419718426e-08,2.011055280240878e-08
-4.35391261007408e-09,2.7655188419718426e-08,2.011055280240878e-08
-4.35391261007408e-09,2.7655188419718426e-08,2.011055280240878e-08
6.057435042276793e-09,-6.154073027911378e-08,-9.010470346584865e-08
6.057435042276793e-09,-6.154073027911378e-08,-9.010470346584865e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
-2.6286386559914074e-09,1.3198537482846569e-09,-2.3203248631503692e-08
7.187566025960218e-09,-3.7965623752824996e-08,-2.808793726694687e-08
7.1875660259602175e-09,-3.7965623752824996e-08,-2.808793726694687e-08
7.1875660259602175e-09,-3.7965623752824996e-08,-2.808793726694687e-08
7.1875660259602175e-09,-3.7965623752824996e-08,-2.808793726694687e-08
7.1875660259602175e-09,-3.7965623752824996e-08,-2.808793726694687e-08
7.1875660259602175e-09,-3.7965623752824996e-08,-2.808793726694687e-08
1.1987835863833733e-08,-1.0305364307083533e-07,-1.3219710848839168e-07
1.1987835863833733e-08,-1.0305364307083533e-07,-1.3219710848839168e-07
1.1987835863833733e-08,-1.0305364307083533e-07,-1.3219710848839168e-07
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.9109234048421914e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.910923404842192e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.910923404842192e-09
3.6674282820876713e-09,-1.5862686686484655e-08,-6.910923404842192e-09
2.0419615606032117e-09,-2.975255299769719e-09,8.095214297972515e-09
2.0419615606032117e-09,-2.975255299769719e-09,8.095214297972515e-09
2.0419615606032113e-09,-2.9752552997697196e-09,8.095214297972515e-09
2.0419615606032113e-09,-2.9752552997697196e-09,8.095214297972515e-09
2.0419615606032113e-09,-2.9752552997697196e-09,8.095214297972515e-09
2.0419615606032113e-09,-2.9752552997697196e-09,8.095214297972515e-09
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.780690714566424e-08
-1.0810554939876412e-09,1.744538249918168e-08,2.7806907145664235e-08
-1.0810554939876412e-09,1.744538249918168e-08,2.7806907145664235e-08
-1.0810554939876412e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.0810554939876412e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.0810554939876412e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.7806907145664238e-08
-1.081055493987641e-09,1.744538249918168e-08,2.780690714566424e-08
-8.132604871334183e-10,3.223344456699572e-09,-1.4300958687730797e-09
-8.132604871334184e-10,3.223344456699572e-09,-1.4300958687730799e-09
