4.456301201313795e-08,8.691593633306357e-09,2.4516679760407573e-08,-2.3741618988231426e-09,8.298090786101357e-09,-8.027305885415278e-08,4.841124111541288e-09,-2.110421874905653e-08,-1.7962324416225038e-08,-2.9855251983917127e-08,-4.621591607031509e-08,-5.971520589451295e-08,-5.4310137091926966e-08,-4.845661326473756e-09,-5.07846750132432e-08,-1.1917475114557662e-08
4.456301201313795e-08,8.691593633306357e-09,2.4516679760407573e-08,-2.3741618988231426e-09,8.298090786101357e-09,-8.027305885415278e-08,4.841124111541288e-09,-2.110421874905653e-08,-1.7962324416225038e-08,-2.9855251983917127e-08,-4.621591607031509e-08,-5.971520589451295e-08,-5.4310137091926966e-08,-4.845661326473756e-09,-5.07846750132432e-08,-1.1917475114557662e-08
4.456301201313795e-08,8.691593633306357e-09,2.4516679760407573e-08,-2.3741618988231426e-09,8.298090786101357e-09,-8.027305885415278e-08,4.841124111541288e-09,-2.110421874905653e-08,-1.7962324416225038e-08,-2.9855251983917127e-08,-4.621591607031509e-08,-5.971520589451295e-08,-5.4310137091926966e-08,-4.845661326473756e-09,-5.07846750132432e-08,-1.1917475114557662e-08
3.8189852416721515e-08,8.25658826477433e-09,2.030747074666106e-08,3.951720757418087e-09,1.0052301636176827e-08,-6.631438758957736e-08,1.1292286247570338e-08,-1.826423231943698e-08,-9.907693175306313e-09,-2.436221164578968e-08,-3.600431123082107e-08,-4.6362160913435546e-08,-4.542491151233016e-08,-6.655836560284095e-09,-4.450653792780915e-08,-2.562345515330237e-09
3.8189852416721515e-08,8.25658826477433e-09,2.030747074666106e-08,3.951720757418087e-09,1.0052301636176827e-08,-6.631438758957736e-08,1.1292286247570338e-08,-1.826423231943698e-08,-9.907693175306313e-09,-2.436221164578968e-08,-3.600431123082107e-08,-4.6362160913435546e-08,-4.542491151233016e-08,-6.655836560284095e-09,-4.450653792780915e-08,-2.562345515330237e-09
3.8189852416721515e-08,8.25658826477433e-09,2.030747074666106e-08,3.951720757418087e-09,1.0052301636176827e-08,-6.631438758957736e-08,1.1292286247570338e-08,-1.826423231943698e-08,-9.907693175306313e-09,-2.436221164578968e-08,-3.600431123082107e-08,-4.6362160913435546e-08,-4.542491151233016e-08,-6.655836560284095e-09,-4.450653792780915e-08,-2.562345515330237e-09
3.8189852416721515e-08,8.25658826477433e-09,2.030747074666106e-08,3.951720757418087e-09,1.0052301636176827e-08,-6.631438758957736e-08,1.1292286247570338e-08,-1.826423231943698e-08,-9.907693175306313e-09,-2.436221164578968e-08,-3.600431123082107e-08,-4.6362160913435546e-08,-4.542491151233016e-08,-6.655836560284095e-09,-4.450653792780915e-08,-2.562345515330237e-09
3.580605571328749e-08,7.387641744877049e-09,1.934749028348337e-08,1.085549666650365e-09,8.137934862876423e-09,-6.325959086509597e-08,7.461564665613152e-09,-1.704619819061469e-08,-1.1689718243737546e-08,-2.337682531686376e-08,-3.5333124141778693e-08,-4.5574282667160126e-08,-4.307875716563769e-08,-5.145041277569706e-09,-4.1297522093870775e-08,-5.750225925624242e-09
3.580605571328749e-08,7.387641744877049e-09,1.934749028348337e-08,1.085549666650365e-09,8.137934862876423e-09,-6.325959086509597e-08,7.461564665613152e-09,-1.704619819061469e-08,-1.1689718243737546e-08,-2.337682531686376e-08,-3.5333124141778693e-08,-4.5574282667160126e-08,-4.307875716563769e-08,-5.145041277569706e-09,-4.1297522093870775e-08,-5.750225925624242e-09
3.580605571328749e-08,7.387641744877049e-09,1.934749028348337e-08,1.085549666650365e-09,8.137934862876423e-09,-6.325959086509597e-08,7.461564665613152e-09,-1.704619819061469e-08,-1.1689718243737546e-08,-2.337682531686376e-08,-3.5333124141778693e-08,-4.5574282667160126e-08,-4.307875716563769e-08,-5.145041277569706e-09,-4.1297522093870775e-08,-5.750225925624242e-09
